sms_id,masked_celphone_number,text,intent,source,original_sms_id
SYNTH_00341,,"*Pre-selling OFFICE SPACE available
*Condotel for Sale today.

*Ortigas & Co. partnered w/ Ayala — 3-22% DISCOUNT promo!
Price at only 145-165K per sqm!
High-end Condo & high-end community vibe

New project launching soon in Ortigas East ""Tiendesitas"" — 50B redevelopment Plan

SMS/email for more details.",Commercial Spam,synthetic,ORIG_00911
SYNTH_00342,,"Major redevelopment along C5 is underway! A 16-hectare mixed-use, master-planned community by ""Ortigas & Company in Synergy with Ayala Land"", near renowned neighborhoods like Valle Verde, will soon meet your lifestyle needs.

The first residential tower in this estate is launching soon. Do not miss your chance. Join this luxurious community at an affordable price.

For inquiries, please reply with your name and email address.",Commercial Spam,synthetic,ORIG_00912
SYNTH_00343,,"Biggest redevelopment along C5 happening now! A 16-hectare mixed-use master-planned community by ""Ortigas & Company in Synergy with Ayala Land"", katabi ng kilalang communities like Valle Verde, soon to cater to your needs.

Ang 1st residential tower within this community, lalabas na at puwede nang i-reserve. Be part of this luxurious community at an affordable price.

For inquiries, kindly reply with your name and email address.",Commercial Spam,synthetic,ORIG_00912
SYNTH_00344,,"The biggest C5 redevelopment is in full swing! This 16-hectare mixed-use, master-planned destination by ""Ortigas & Company in Synergy with Ayala Land"", beside prestigious areas such as Valle Verde, will soon serve your needs.

The 1st residential tower in the community is coming to market soon with units up for grabs. Be part of this luxurious community at an affordable price.

For inquiries, just reply with your name and email address.",Commercial Spam,synthetic,ORIG_00912
SYNTH_00345,,"Megaworld's newly unveiled pre-selling prime commercial lots at Maple Grove!

Maple Grove is an integrated CBD township in the fast-emerging Gen Tri. Cavite spanning 140 hectares.

Flexible cuts from 407 to 1,000 sqm (option to combine)
- Expansive road network
- Built-in captive market
- Easy access via Daang Hari, CAVITEX, CALAX and Governor's Drive

Starts at only Php 53K/sqm! First Come, First Serve.

See the progress unfold!

For inquiries, contact ANDREW at: +63917****689",Commercial Spam,synthetic,ORIG_00913
SYNTH_00346,,"Hot launch from Megaworld: Pre-selling Prime Commercial Lots sa Maple Grove!

Integrated CBD township ito sa mabilis na umuusbong na Gen Tri. Cavite, 140 hectares ang lawak.

Curated cuts na 407 to 1,000 sqm (puwede i-combine)
- Malawak na road network
- May ready captive market
- Madaling puntahan via Daang Hari, CAVITEX, CALAX and Governor's Drive

Starts at only Php 53K/sqm! First Come, First Serve.

Witness the progress today!

For inquiries, contact ANDREW at: +63917****689",Commercial Spam,synthetic,ORIG_00913
SYNTH_00347,,"Secure your spot at Megaworld's newly launched pre-selling prime commercial lots in Maple Grove!

An integrated CBD township in the fast-emerging Gen Tri. Cavite, spanning 140 hectares.

Select cuts of 407 to 1,000 sqm (with option to combine)
- Wide road network
- Established captive market
- Easily accessible via Daang Hari, CAVITEX, CALAX and Governor's Drive

Priced from only Php 53K/sqm! First Come, First Serve.

Watch the progress unfold!

For inquiries, contact ANDREW at: +63917****689",Commercial Spam,synthetic,ORIG_00913
SYNTH_00348,,"Discover MAPLE GROVE, the newest 140-hectare 'green city' township and business district in the South. Commercial lots now selling in this Makati-inspired hub in General Trias, Cavite - just 20 minutes from Mall of Asia and Entertainment City via CAVITEX. Lot cuts from 439 to 1,750 sqm. Build office towers, business hotels, medical centers, and more. Lock in pre-selling prices today and secure a prime spot at the FUTURE CENTRAL BUSINESS DISTRICT backed by this country's biggest developers. For a project presentation, reach our sales manager, Ms. Beatrice, at +63917****998. Megaworld Corp.",Commercial Spam,synthetic,ORIG_00914
SYNTH_00349,,"Kilalanin ang MAPLE GROVE - ang pinakabagong 140-hectare 'green city' township at business district sa South. COMMERCIAL LOTS for sale sa Makati-inspired district sa General Trias, Cavite; 20 minutes lang mula Mall of Asia at Entertainment City via CAVITEX. Available lot sizes: 439 hanggang 1,750 sqm. Puwedeng tayuan ng office buildings, business hotels, medical facilities, atbp. Mag-reserve na habang pre-selling para maging isa sa iilang may-ari sa FUTURE CENTRAL BUSINESS DISTRICT na dine-develop ng this country's biggest developers. Para sa project presentation, kontakin ang sales manager namin, Ms. Beatrice, sa +63917****998. Megaworld Corp.",Commercial Spam,synthetic,ORIG_00914
SYNTH_00350,,"Now open: MAPLE GROVE, a 140-hectare 'green city' business district and township in the South. Buy COMMERCIAL LOTS in this budding, Makati-inspired destination in General Trias, Cavite - only 20 minutes to Mall of Asia and Entertainment City via CAVITEX. Choose from 439 to 1,750 sqm lots, ideal for office buildings, business hotels, medical facilities, and more. Secure yours at pre-selling prices and be among the first owners at the FUTURE CENTRAL BUSINESS DISTRICT being developed by this country's biggest developers. Book a presentation with our sales manager, Ms. Beatrice, at +63917****998. Megaworld Corp.",Commercial Spam,synthetic,ORIG_00914
SYNTH_00351,,"RESALE OFFICE & CONDO UNITS PRICED WELL BELOW MARKET!

- Ortigas, Makati, MOA Area
- 25-150 sq.m options
- Huge discounts
- Assume balance at 0% interest

SMS for inquiries. Thank you",Commercial Spam,synthetic,ORIG_00915
SYNTH_00352,,"Resale Office at Condo Units, mas mababa kaysa market price!

- Ortigas, Makati, MOA Area
- 25-150 sq.m na units
- Malalaking discounts
- Assume balance, 0% interest

Text/SMS for inquiries - Thank you",Commercial Spam,synthetic,ORIG_00915
SYNTH_00353,,"Grab RESALE OFFICE and CONDO UNITS WAY BELOW MARKET!

- Areas: Ortigas, Makati, MOA Area
- Sizes from 25 to 150 sq.m
- Big savings/discounts
- Assume balance with 0% interest

SMS your inquiries now. Thank you",Commercial Spam,synthetic,ORIG_00915
SYNTH_00354,,"Shangri-La Updates: RISEmakati

- Signature mixed-use residential & commercial project
- Exceptional, premier amenities throughout
- Units start at 5.2M

Kindly reply with your name & email for full details.

Reach us at:
info@shangrilapropertiesinc.com

www.shangrilapropertiesinc.com/rise-makati",Commercial Spam,synthetic,ORIG_00916
SYNTH_00355,,"Shangri-La Updates: RISEmakati

- Natatanging residential & commercial development
- Top-notch amenities, pang-premier
- Starting price at 5.2M

Reply po with your name & email para sa more info.

Contact:
info@shangrilapropertiesinc.com

www.shangrilapropertiesinc.com/rise-makati",Commercial Spam,synthetic,ORIG_00916
SYNTH_00356,,"Shangri-La Updates: RISEmakati

- Exclusive residential + commercial address in Makati
- Premium amenities for elevated living
- From 5.2M only

Send your name & email to receive more details.

Contact Us:
info@shangrilapropertiesinc.com

www.shangrilapropertiesinc.com/rise-makati",Commercial Spam,synthetic,ORIG_00916
SYNTH_00357,,Now in stock: INSTANTLY AGELESS. Proven effective to erase eyebags and wrinkles in 2 minutes. Made in USA. Reply if you want to buy.,Commercial Spam,synthetic,ORIG_00917
SYNTH_00358,,"Available now: INSTANTLY AGELESS. Eyebags and wrinkles fade in just 2 minutes, proven effective. Made in USA. Please reply to purchase.",Commercial Spam,synthetic,ORIG_00917
SYNTH_00359,,INSTANTLY AGELESS is now available. Tested effective to erase eyebags and wrinkles within 2 minutes. Made in USA. Interested to order? Reply.,Commercial Spam,synthetic,ORIG_00917
SYNTH_00360,,"FINAL chance to own a pre-selling low-rise condo in BGC—now offered with Special Low DP, 0% Int terms.

Live in a low-density community; each unit has private elevator access and sweeping views of Forbes Park and the BGC skyline at THE ALBANY. VERY RARE—LIMITED UNITS only. Select from roomy 2BR to 3BR residences with luxe finishes.

*Premium Pre-selling Commercial lots available at Maple Grove in Gen Trias. Cavite—For Sale!

For inquiries, please contact ANDREW @ +63917****689",Commercial Spam,synthetic,ORIG_00918
SYNTH_00361,,"Your LAST shot to secure a pre-selling low-rise condo in BGC, now on Special Low DP, 0% Int terms.

Enjoy low-density living at THE ALBANY—private elevator per unit with breathtaking Forbes Park and BGC skyline views. VERY RARE FIND, only LIMITED UNITS remain. Choose spacious 2BR or 3BR layouts with luxe finishing.

*Very Prime Pre-selling Commercial lots for sale at Maple Grove in Gen Trias. Cavite!

For inquiries, please contact ANDREW @ +63917****689",Commercial Spam,synthetic,ORIG_00918
SYNTH_00362,,"Don’t miss the LAST pre-selling low-rise condo in BGC—available today with Special Low DP, 0% Int terms.

Experience exclusive low-density living at THE ALBANY: private elevator access per unit plus stunning vistas of Forbes Park and the BGC skyline. A VERY RARE OFFER—LIMITED UNITS left. Pick from elegant 2BR to 3BR units with luxe finishes.

*Prime Pre-selling Commercial lots now selling at Maple Grove in Gen Trias. Cavite!

For inquiries, please contact ANDREW @ +63917****689",Commercial Spam,synthetic,ORIG_00918
SYNTH_00363,,"Escape in the city with a day of dining and swimming at Edsa Shangri-La, Manila's HEAT, The Sunday Side—only Php2,400net per person. Call 6338888",Commercial Spam,synthetic,ORIG_00919
SYNTH_00364,,"Enjoy a city daycation: dine and take a dip at Edsa Shangri-La, Manila's HEAT, The Sunday Side for just Php2,400net per person. Call 6338888",Commercial Spam,synthetic,ORIG_00919
SYNTH_00365,,"Treat yourself to a quick in-city getaway—swim and dine at Edsa Shangri-La, Manila's HEAT, The Sunday Side for Php2,400net per person. Call 6338888",Commercial Spam,synthetic,ORIG_00919
SYNTH_00366,,"Co in Makati hiring Software Java Developer; Bachelors degree required; must be knowledgeable in JAVA, with experience in design, development & implementation of software applications. Send CV: kimphil28@gmail.com",Commercial Spam,synthetic,ORIG_00920
SYNTH_00367,,"Urgent: Co in Makati seeks Software Java Developer. Bachelors degree a must; knowledgeable in JAVA and in the design, development & implementation of software applications. Email now: kimphil28@gmail.com",Commercial Spam,synthetic,ORIG_00920
SYNTH_00368,,"Co in Makati is looking for a Software Java Developer—Bachelors degree needed, knowledgeable in JAVA, capable in design, development & implementation of software applications. Apply via: kimphil28@gmail.com",Commercial Spam,synthetic,ORIG_00920
SYNTH_00369,,"Co in Makati is hiring a Software Java Developer; Bachelors degree required; must be knowledgeable in JAVA and in the design, development & implementation of software applications; can start asap; email: kimphil28@gmail.com",Commercial Spam,synthetic,ORIG_00921
SYNTH_00370,,"Co in Makati now needs a Software Java Developer, with Bachelors degree; strong knowledge in JAVA, plus design, development & implementation of software applications; start asap, send CV to kimphil28@gmail.com",Commercial Spam,synthetic,ORIG_00921
SYNTH_00371,,"Urgent: Co in Makati looking for Software Java Developer, Bachelors degree a must; skilled in JAVA and the design, development & implementation of software applications; can start asap; contact kimphil28@gmail.com",Commercial Spam,synthetic,ORIG_00921
SYNTH_00372,,"Co in Makati hiring Software Java Developer; must be skilled in JAVA for software application design, development & implementation. Can start ASAP, kimphil28@gmail.com",Commercial Spam,synthetic,ORIG_00922
SYNTH_00373,,"Co in Makati is looking for a Software Java Developer, strong in JAVA and experienced in design, development & implementation of software applications; can start asap. Email: kimphil28@gmail.com",Commercial Spam,synthetic,ORIG_00922
SYNTH_00374,,"Co in Makati urgent need: Software Java Developer with JAVA expertise for the design, development & implementation of software applications; start ASAP, contact kimphil28@gmail.com",Commercial Spam,synthetic,ORIG_00922
SYNTH_00375,,"Shangri-La Updates:

RISEmakati

- Signature mixed-use residential & commercial project
- Top-tier amenities for a premier lifestyle
- Units from 5M

Inquiries welcome!

Pls. reply w/ your name & email add for more details

Contact Us:
info@shangrilapropertiesinc.com

www.shangrilapropertiesinc.com/rise-makati",Commercial Spam,synthetic,ORIG_00923
SYNTH_00376,,"Shangri-La Updates:

RISEmakati

- Unique residential & commercial development
- Premier, standout amenities
- Starting price: 5M

Tara, inquire na!

Kindly reply w/ your name & email add para sa more details

Contact Us:
info@shangrilapropertiesinc.com

www.shangrilapropertiesinc.com/rise-makati",Commercial Spam,synthetic,ORIG_00923
SYNTH_00377,,"Shangri-La Updates:

RISEmakati

- Exclusive residential + commercial community
- Exceptional premium amenities
- Prices begin at 5M

We welcome inquiries!

Reply w/ your name & email add to get more info

Contact Us:
info@shangrilapropertiesinc.com

www.shangrilapropertiesinc.com/rise-makati",Commercial Spam,synthetic,ORIG_00923
SYNTH_00378,,"Mark the love season with a romantic staycation and a private poolside dinner for two at Edsa Shangri-La, Manila—your urban oasis. Call 633 8888.",Commercial Spam,synthetic,ORIG_00924
SYNTH_00379,,"Make this season of romance unforgettable: enjoy a cozy staycation and an intimate dinner for two by the pool at your city haven, Edsa Shangri-La, Manila. Call 633 8888.",Commercial Spam,synthetic,ORIG_00924
SYNTH_00380,,"Celebrate romance with a sweet escape and a candlelit poolside dinner for two at your urban oasis, Edsa Shangri-La, Manila. Call 633 8888.",Commercial Spam,synthetic,ORIG_00924
SYNTH_00381,,"Brand-new OFFICE space for sale along Ortigas Avenue near ""The Grove"". For details, kindly text your email. Text No to Stop. Thank you, Jenn Sam",Commercial Spam,synthetic,ORIG_00925
SYNTH_00382,,"OFFICE unit for sale at Ortigas Avenue, near ""The Grove"". Interested? Please text your email for inquiries. Text No to Stop. Thank you, Jenn Sam",Commercial Spam,synthetic,ORIG_00925
SYNTH_00383,,"New OFFICE space available for sale on Ortigas Avenue, close to ""The Grove"". For inquiries, send your email via text. Text No to Stop. Thank you, Jenn Sam",Commercial Spam,synthetic,ORIG_00925
SYNTH_00384,,"Coming soon in the South: MAPLE GROVE, a new, truly ""Green"" township. For the first time, Megaworld opens a rare chance to secure prime COMMERCIAL LOT(s) in the fast-rising business district of Gen. Trias Cavite. Choose from 440 to 1,000 sqm lots (may be combined). Very limited inventory - lock in PRE-SELLING prices TODAY! Reservations now open. For inquiries, contact Andrew @ ++63917****689.",Commercial Spam,synthetic,ORIG_00926
SYNTH_00385,,"MAPLE GROVE, an upcoming ""Green"" township in the South, is on the rise. Megaworld is, for the first time, giving you a once-in-a-lifetime opportunity to own the most prime COMMERCIAL LOT(s) in the rapidly growing business district of Gen. Trias Cavite. Lot cuts range from 440 up to 1,000 sqm (option to combine). Inventory is limited - grab yours at PRE-SELLING rates TODAY! Now accepting reservations. Details: Andrew @ ++63917****689.",Commercial Spam,synthetic,ORIG_00926
SYNTH_00386,,"Discover MAPLE GROVE, a brand-new and ""Green"" township emerging in the South. For the first time, Megaworld is offering a lifetime chance to acquire prime COMMERCIAL LOT(s) within the swiftly developing Gen. Trias Cavite business district. Sizes available: 440 to 1,000 sqm (with option to combine). Stock is limited - secure yours at PRE-SELLING prices TODAY! Reservations are ongoing. More info, contact Andrew @ ++63917****689.",Commercial Spam,synthetic,ORIG_00926
SYNTH_00387,,Mega888 Now Open!,Commercial Spam,synthetic,ORIG_01132
SYNTH_00388,,Mega888 Grand Launch!,Commercial Spam,synthetic,ORIG_01132
SYNTH_00389,,Mega888 Official Opening!,Commercial Spam,synthetic,ORIG_01132
SYNTH_00390,,"Solar 3-Way Lights
Sobrang ganda at classy ikabit sa wall!

Tingnan ang photos at price dito: https://s.lazada.com.ph/s.4ZgRn

Buy 1 Take 1, today lang!!!",Commercial Spam,synthetic,ORIG_01144
SYNTH_00391,,"SOLAR 3-WAY WALL LIGHTS
Sobrang ganda at formal tingnan kapag naka-mount sa wall

Check pics and price here: https://s.lazada.com.ph/s.4ZgRn

Buy 1 Take 1, for today only!!!",Commercial Spam,synthetic,ORIG_01144
SYNTH_00392,,"Solar 3 Way Wall Lights
Super ayos at elegant ilagay sa wall mo

View picture and price: https://s.lazada.com.ph/s.4ZgRn

Buy 1 Take 1, ngayon lang!!!",Commercial Spam,synthetic,ORIG_01144
SYNTH_00393,,"Hangad ko para sa ating bayan ang muling pagkakaisa ng sambayanang Pilipino. Harapin natin ang mundo at buong tapang nating isigaw: 'AKO’Y PILIPINO, TAAS NOO, KAHIT KANINO!' https://www.facebook.com/BongbongMarcos/videos/766933458023298/ Pakilike at paki-share. Maraming salamat po!",Commercial Spam,synthetic,ORIG_01146
SYNTH_00394,,"Ang vision ko para sa ating bansa: magkaisa muli ang buong sambayanang Pilipino. Sama-samang humarap sa mundo at ipagsigawan, 'AKO AY PILIPINO—TAAS NOO KAHIT KANINO!' https://www.facebook.com/BongbongMarcos/videos/766933458023298/ Please LIKE & SHARE ngayon. Salamat po!",Commercial Spam,synthetic,ORIG_01146
SYNTH_00395,,"Pangarap kong buuin muli ang pagkakaisa ng bawat Pilipino para sa ating bayan. Sabay-sabay tayong humarap sa daigdig at sabihin nang malakas, 'AKO’Y PILIPINO, TAAS NOO SA LAHAT!' https://www.facebook.com/BongbongMarcos/videos/766933458023298/ Like & Share po, maraming salamat!",Commercial Spam,synthetic,ORIG_01146
SYNTH_00396,,"Apat (4) na SOLAR LIGHTS for only 1,499! Grab mo na ngayon!
Bili dito --> https://s.lazada.com.ph/s.UrR50
Yes, 4 pcs talaga dahil naka-SALE ngayon!
100 watts bawat isa — total 400 watts sa 4 piraso. Sulit at tipid!
May 3 modes:
STEADY LIGHTS
SENSOR LIGHTS
DIM LIGHTS",Commercial Spam,synthetic,ORIG_01151
SYNTH_00397,,"4 pcs SOLAR LIGHTS sa presyo na 1,499 lang — limited offer!
Click here para umorder --> https://s.lazada.com.ph/s.UrR50
Yes, apat na piraso dahil SALE ngayon!
100 watts bawat unit, total 400 watts sa 4. Super sulit, sobrang tipid!
May 3 modes:
STEADY LIGHTS | SENSOR LIGHTS | DIM LIGHTS",Commercial Spam,synthetic,ORIG_01151
SYNTH_00398,,"Get 4 na pirasong SOLAR LIGHTS for 1,499 ngayon!
Tap this link to buy --> https://s.lazada.com.ph/s.UrR50
Yes, apat talaga, naka-SALE pa!
100 watts per piece, 400 watts total sa 4. Good deal, grabe ang tipid!
3 modes available:
STEADY LIGHTS
SENSOR LIGHTS
DIM LIGHTS",Commercial Spam,synthetic,ORIG_01151
SYNTH_00399,,"4 na pirasong SOLAR LIGHTS sa halagang 1,499!
Bili na dito: https://s.lazada.com.ph/s.UrR50
Apat agad dahil naka SALE ngayon!
100 watts kada ilaw, total 400 watts sa 4—sulit at tipid!
May 3 modes: STEADY LIGHTS, SENSOR LIGHTS, DIM LIGHTS",Commercial Spam,synthetic,ORIG_01165
SYNTH_00400,,"Get 4 SOLAR LIGHTS for only 1,499.
Tap to order -> https://s.lazada.com.ph/s.UrR50
Kompletong apat na piraso dahil SALE siya ngayon!
100 watts per piece, 400 watts lahat—great deal, super tipid!
3 modes available: STEADY LIGHTS, SENSOR LIGHTS, DIM LIGHTS",Commercial Spam,synthetic,ORIG_01165
SYNTH_00401,,"Bundle of 4 SOLAR LIGHTS, price 1,499.
Click para bumili: https://s.lazada.com.ph/s.UrR50
Yes, apat ang laman kasi naka SALE ngayon!
Each is 100 watts, total 400 watts for 4—sobrang sulit at tipid!
Meron siyang 3 modes: STEADY LIGHTS, SENSOR LIGHTS, DIM LIGHTS",Commercial Spam,synthetic,ORIG_01165
SYNTH_00402,,"Start ng Big Sale namin ngayon! Hanggang 60% off sa lahat ng items. Tap here para makita ang products: https://s.lazada.com.ph/s.UF1Ha Available: Solar Lights, Emergency lights, Massage gun, Laptop stand, Air purifier, Facial Acne steamer, Air fryer, at madami pang iba.",Commercial Spam,synthetic,ORIG_01167
SYNTH_00403,,"Ngayon na ang simula ng aming Big Sale—Up to 60% discount sa lahat ng items! I-click para mag-browse ng products: https://s.lazada.com.ph/s.UF1Ha Mayroon kaming Solar Lights, Emergency lights, Massage gun, Laptop stand, Air purifier, Facial Acne steamer, Air fryer, at marami pang iba.",Commercial Spam,synthetic,ORIG_01167
SYNTH_00404,,"Big Sale starts today! Hanggang 60% discount sa lahat ng items namin. Click the link to view our products: https://s.lazada.com.ph/s.UF1Ha Kasama sa lineup: Solar Lights, Emergency lights, Massage gun, Laptop stand, Air purifier, Facial Acne steamer, Air fryer, at madami pang iba.",Commercial Spam,synthetic,ORIG_01167
SYNTH_00405,,"4 pcs SOLAR LIGHTS for only 1,499! Bilhin mo na dito: https://s.lazada.com.ph/s.UrR50 Apat na piraso yan, naka-SALE ngayon!",Commercial Spam,synthetic,ORIG_01169
SYNTH_00406,,"Grab 4 na SOLAR LIGHTS sa presyong 1,499. Tap this link para umorder: https://s.lazada.com.ph/s.UrR50 Oo, apat na piraso - sale ngayon!",Commercial Spam,synthetic,ORIG_01169
SYNTH_00407,,"Apat na SOLAR LIGHTS, 1,499 lang! Click here para mag-checkout: https://s.lazada.com.ph/s.UrR50 4 piraso ito, kaya bilis - naka-sale pa!",Commercial Spam,synthetic,ORIG_01169
SYNTH_00408,,Nakakapagod ba ang buong araw na trabaho? Mag-relax ka with our NEW MASSAGE GUN. CLICK HERE TO BUY --> https://s.lazada.com.ph/s.UUM6r Sale ngayon!,Commercial Spam,synthetic,ORIG_01174
SYNTH_00409,,Sawang-sawa ka na sa pagod buong araw sa trabaho? Guminhawa gamit ang aming NEW MASSAGE GUN. CLICK HERE TO BUY --> https://s.lazada.com.ph/s.UUM6r Naka-SALE ngayon.,Commercial Spam,synthetic,ORIG_01174
SYNTH_00410,,Pagod ka ba after maghapon na work? Pahinga gamit ang NEW MASSAGE GUN namin. CLICK HERE TO BUY --> https://s.lazada.com.ph/s.UUM6r On SALE ngayon.,Commercial Spam,synthetic,ORIG_01174
SYNTH_00411,,"SOLAR 3-WAY LIGHTS, SOBRANG GANDA AT CLASSY PAG NASA WALL! See photos & price here: https://s.lazada.com.ph/s.fz8pd BUY 1 GET 1 TODAY ONLY!!",Commercial Spam,synthetic,ORIG_01175
SYNTH_00412,,"3 WAY SOLAR LIGHTS, super ganda at formal tingnan, pang-wall mount! Tap to view pics and price: https://s.lazada.com.ph/s.fz8pd BUY 1 TAKE 1, TODAY LANG!!",Commercial Spam,synthetic,ORIG_01175
SYNTH_00413,,"Solar 3-Way Lights—sobrang ganda at elegante sa wall! Click for picture and price: https://s.lazada.com.ph/s.fz8pd Buy 1 Get 1, today only!!",Commercial Spam,synthetic,ORIG_01175
SYNTH_00414,,"Get 4 pcs Solar Lights for just 1,499! Pinakamura sa market na solar—bili na! Click to order now: https://tinyurl.com/4en84z45 Buy 2, Take 2 today only!!",Commercial Spam,synthetic,ORIG_01179
SYNTH_00415,,"4-piece Solar Lights only 1,499! Pinaka-cheap sa market, huwag palampasin—bili na! Tap here to buy: https://tinyurl.com/4en84z45 BUY 2 TAKE 2, today lang!!",Commercial Spam,synthetic,ORIG_01179
SYNTH_00416,,"SALE: 4 PCS SOLAR LIGHTS at 1,499 lang! Pinakamura sa market, grab yours now! Order here --> https://tinyurl.com/4en84z45 Buy 2 Take 2, today only!!",Commercial Spam,synthetic,ORIG_01179
SYNTH_00417,,"SOLAR 3-WAY LIGHTS—sobrang ganda at formal tingnan, pang-wall mount! Click for price/buy: https://s.lazada.com.ph/s.V9Nyq Shop Now: NEW ITEM 58% OFF SALE, Buy 1 Take 1, today only! Paki-tap ang link sa taas para makita ang presyo at pictures. LED super bright, 3 adjustable heads, motion sensor, waterproof at wireless. Tipid sa kuryente, iwas magnanakaw at akyat-bahay sa gabi!",Commercial Spam,synthetic,ORIG_01180
SYNTH_00418,,"Solar 3 Way Lights na classy at bagay ilagay sa wall—order/price here: https://s.lazada.com.ph/s.V9Nyq Shop now! (New item 58% OFF) BUY 1 TAKE 1, TODAY ONLY!!! I-click ang link sa itaas para makita ang price at photos. LED super bright with 3 adjustable heads, may motion sensor, waterproof at wireless. Super tipid sa kuryente—tulong iwas magnanakaw at akyat-bahay sa gabi!",Commercial Spam,synthetic,ORIG_01180
SYNTH_00419,,"SOLAR 3-WAY LIGHTS, ang ganda at formal tingnan—perfect sa wall. Price/Buy here: https://s.lazada.com.ph/s.V9Nyq Shop Now: (NEW ITEM 58% OFF SALE) Buy 1 Take 1 today only! Click the link above to view presyo at pictures. LED super bright, 3 adjustable heads, motion sensor; waterproof & wireless. Tipid sa kuryente, iwas magnanakaw at akyat-bahay kapag gabi!",Commercial Spam,synthetic,ORIG_01180
SYNTH_00420,,"Get 4 pcs SOLAR LIGHTS for only 1,499! Bilhin mo na dito --> https://s.lazada.com.ph/s.UrR50 Apat na piraso yan, naka-SALE ngayon! 100 watts bawat isa (total 400 watts) — sulit, tipid na tipid! May 3 modes: STEADY LIGHTS, SENSOR LIGHTS, DIM LIGHTS.",Commercial Spam,synthetic,ORIG_01213
SYNTH_00421,,"4 na SOLAR LIGHTS sa presyong 1,499 lang! Click para umorder --> https://s.lazada.com.ph/s.UrR50 Apat na piraso kasi naka-SALE ngayon! 100 watts kada isa, total 400 watts — super sulit at tipid! May 3 modes ito: STEADY LIGHTS, SENSOR LIGHTS, DIM LIGHTS.",Commercial Spam,synthetic,ORIG_01213
SYNTH_00422,,"Promo alert: 4 pcs SOLAR LIGHTS, 1,499 lang. Order here --> https://s.lazada.com.ph/s.UrR50 Yes, 4 na piraso dahil SALE ngayon! 100 watts each (400 watts lahat) — great deal, sobrang tipid! 3 modes available: STEADY LIGHTS, SENSOR LIGHTS, DIM LIGHTS.",Commercial Spam,synthetic,ORIG_01213
SYNTH_00423,,"Get 4 pcs SOLAR LIGHTS for only 1,499! Pinakamura na sa market—bili na ngayon! Click here to buy: https://s.lazada.com.ph/s.UbrFB Buy 2, Take 2, today only!",Commercial Spam,synthetic,ORIG_01248
SYNTH_00424,,"4PCS Solar Lights, now just 1,499! Super mura na sa market, wag magpahuli! Tap to order --> https://s.lazada.com.ph/s.UbrFB Buy 2 Take 2, today lang!",Commercial Spam,synthetic,ORIG_01248
SYNTH_00425,,"Only 1,499 for 4 PCS SOLAR LIGHTS! Best deal sa market—grab yours ASAP! Order here --> https://s.lazada.com.ph/s.UbrFB Today only: BUY 2, TAKE 2!",Commercial Spam,synthetic,ORIG_01248
SYNTH_00426,,"SOLAR 3-WAY LIGHTS
Sobrang ganda, classy tingnan kapag naka-mount sa wall!

Tap to see price/buy ---> https://s.lazada.com.ph/s.V9Nyq

Shop now! (NEW ITEM, 58% OFF)
BUY 1, TAKE 1 — TODAY ONLY!

I-click ang link sa itaas para makita ang presyo at pictures.

LED super bright, 3 adjustable heads
Motion-sensor lights
Waterproof at wireless

Tipid sa kuryente!
Iwas magnanakaw at akyat-bahay sa gabi!",Commercial Spam,synthetic,ORIG_01255
SYNTH_00427,,"Solar 3 Way Lights
Ang ganda at angas tingnan, perfect pang-wall!

Click to buy/price ---> https://s.lazada.com.ph/s.V9Nyq

Shop Now: (NEW ITEM 58% OFF SALE)
BUY 1 TAKE 1, TODAY LANG!

Click the link above to check price and pictures.

LED ultra-bright, 3 adjustable heads
May motion sensor
Waterproof at wireless

Matipid sa kuryente!
Proteksyon sa magnanakaw at akyat-bahay sa gabi!",Commercial Spam,synthetic,ORIG_01255
SYNTH_00428,,"SOLAR 3-WAY LIGHTS
Super ganda at formal tingnan, bagay na pang-wall!

Tap here for price/buy ---> https://s.lazada.com.ph/s.V9Nyq

Shop now! (NEW ITEM — 58% OFF)
BUY 1 TAKE 1, TODAY ONLY!

Pindutin ang link sa taas para makita ang presyo at pictures.

LED super bright, 3 adjustable heads
Motion sensor lighting
Waterproof, wireless

Tipid sa kuryente!!
Iwas akyat-bahay at magnanakaw sa gabi!!",Commercial Spam,synthetic,ORIG_01255
SYNTH_00429,,"Tara, alamin ang galing mo! Check this audiobook summary to uncover your strengths. https://peoplecademy.net/details/811",Commercial Spam,synthetic,ORIG_01256
SYNTH_00430,,Level up—kilalanin ang iyong lakas! View this audio book summary and spot your strengths. https://peoplecademy.net/details/811,Commercial Spam,synthetic,ORIG_01256
SYNTH_00431,,I-unlock ang husay mo ngayon! Explore this audiobook summary to see your strengths. https://peoplecademy.net/details/811,Commercial Spam,synthetic,ORIG_01256
SYNTH_00432,,"4 pcs SOLAR LIGHTS, halagang 1,499 lang ngayon!
Bilhin dito: https://s.lazada.com.ph/s.UrR50
Yes, apat na piraso yan kasi naka-SALE ngayon!
100 watts bawat isa—total 400 watts para sa 4. Sulit at tipid!
May 3 modes: STEADY LIGHTS, SENSOR LIGHTS, DIM LIGHTS",Commercial Spam,synthetic,ORIG_01274
